In the year 0, Diles was founded, 400 souls strong.
In the year 0, Toloumou was founded, 400 souls strong.
In the year 0, Kunaetho was founded, 400 souls strong.
In the year 0, Naethaehun was founded, 400 souls strong.
In the year 0, Hikiavur was founded, 400 souls strong.
In the year 0, Lumemia was founded, 400 souls strong.
In the year 0, Thiathiariath was founded, 400 souls strong.
In the year 0, Nuhem was founded, 400 souls strong.
In the year 0, Nenatul was founded, 400 souls strong.
In the year 0, Vurun was founded, 400 souls strong.
In the year 0, Siatol was founded, 400 souls strong.
In the year 0, Mothian was founded, 400 souls strong.
In 30, famine gripped Mothian: 46 of every hundred measures of need went unmet.
In 4710, 2 souls quit Diles in a single season - 25 of every hundred who lived there.
In 4710, 2 souls quit Kunaetho in a single season - 25 of every hundred who lived there.
In 4710, 4 souls quit Naethaehun in a single season - 40 of every hundred who lived there.
In 4710, 1 souls quit Thiathiariath in a single season - 17 of every hundred who lived there.
In 4710, 5 souls quit Siatol in a single season - 62 of every hundred who lived there.
In 4713, 2 souls quit Diles in a single season - 40 of every hundred who lived there.
In 4713, 4 souls quit Kunaetho in a single season - 44 of every hundred who lived there.
In 4713, 2 souls quit Naethaehun in a single season - 29 of every hundred who lived there.
In 4713, 3 souls quit Thiathiariath in a single season - 50 of every hundred who lived there.
In 4713, 2 souls quit Siatol in a single season - 40 of every hundred who lived there.
In 4716, 1 souls quit Kunaetho in a single season - 14 of every hundred who lived there.
In 4716, 2 souls quit Naethaehun in a single season - 29 of every hundred who lived there.
In 4716, 1 souls quit Hikiavur in a single season - 17 of every hundred who lived there.
In 4716, 2 souls quit Thiathiariath in a single season - 33 of every hundred who lived there.
In 4719, 1 souls quit Diles in a single season - 14 of every hundred who lived there.
In 4719, 1 souls quit Kunaetho in a single season - 17 of every hundred who lived there.
In 4719, 2 souls quit Naethaehun in a single season - 22 of every hundred who lived there.
In 4719, 2 souls quit Hikiavur in a single season - 22 of every hundred who lived there.
In 4719, 1 souls quit Thiathiariath in a single season - 33 of every hundred who lived there.
In 4719, 4 souls quit Siatol in a single season - 67 of every hundred who lived there.
In 4722, 1 souls quit Diles in a single season - 17 of every hundred who lived there.
In 4722, 2 souls quit Kunaetho in a single season - 20 of every hundred who lived there.
In 4722, 2 souls quit Naethaehun in a single season - 29 of every hundred who lived there.
In 4722, 1 souls quit Hikiavur in a single season - 12 of every hundred who lived there.
In 4722, 3 souls quit Thiathiariath in a single season - 50 of every hundred who lived there.
In 4722, 1 souls quit Siatol in a single season - 14 of every hundred who lived there.
In 4725, 2 souls quit Diles in a single season - 29 of every hundred who lived there.
In 4725, 2 souls quit Kunaetho in a single season - 22 of every hundred who lived there.
In 4725, 2 souls quit Naethaehun in a single season - 29 of every hundred who lived there.
In 4725, 2 souls quit Hikiavur in a single season - 50 of every hundred who lived there.
In 4725, 2 souls quit Thiathiariath in a single season - 50 of every hundred who lived there.
In 4725, 1 souls quit Siatol in a single season - 20 of every hundred who lived there.
In 4728, 2 souls quit Diles in a single season - 25 of every hundred who lived there.
In 4728, 1 souls quit Kunaetho in a single season - 17 of every hundred who lived there.
In 4728, 5 souls quit Naethaehun in a single season - 56 of every hundred who lived there.
In 4728, 1 souls quit Hikiavur in a single season - 17 of every hundred who lived there.
In 4728, 2 souls quit Thiathiariath in a single season - 50 of every hundred who lived there.
In 4728, 2 souls quit Siatol in a single season - 29 of every hundred who lived there.
In 4731, 1 souls quit Diles in a single season - 20 of every hundred who lived there.
In 4731, 1 souls quit Kunaetho in a single season - 25 of every hundred who lived there.
In 4731, 1 souls quit Naethaehun in a single season - 17 of every hundred who lived there.
In 4731, 1 souls quit Thiathiariath in a single season - 33 of every hundred who lived there.
In 4731, 3 souls quit Siatol in a single season - 50 of every hundred who lived there.
In 4734, 2 souls quit Diles in a single season - 22 of every hundred who lived there.
In 4734, 1 souls quit Kunaetho in a single season - 12 of every hundred who lived there.
In 4734, 2 souls quit Naethaehun in a single season - 22 of every hundred who lived there.
In 4734, 1 souls quit Hikiavur in a single season - 20 of every hundred who lived there.
In 4734, 5 souls quit Thiathiariath in a single season - 71 of every hundred who lived there.
In 4734, 1 souls quit Siatol in a single season - 50 of every hundred who lived there.
In 4737, 1 souls quit Diles in a single season - 17 of every hundred who lived there.
In 4737, 4 souls quit Kunaetho in a single season - 50 of every hundred who lived there.
In 4737, 5 souls quit Naethaehun in a single season - 62 of every hundred who lived there.
In 4737, 1 souls quit Thiathiariath in a single season - 33 of every hundred who lived there.
In 4737, 3 souls quit Siatol in a single season - 38 of every hundred who lived there.
In 4740, 1 souls quit Kunaetho in a single season - 14 of every hundred who lived there.
In 4740, 1 souls quit Naethaehun in a single season - 12 of every hundred who lived there.
In 4740, 1 souls quit Thiathiariath in a single season - 33 of every hundred who lived there.
In 4740, 1 souls quit Siatol in a single season - 33 of every hundred who lived there.
In 4743, 3 souls quit Naethaehun in a single season - 38 of every hundred who lived there.
In 4743, 1 souls quit Thiathiariath in a single season - 50 of every hundred who lived there.
In 4743, 2 souls quit Siatol in a single season - 40 of every hundred who lived there.
In 4746, 3 souls quit Diles in a single season - 60 of every hundred who lived there.
In 4746, 2 souls quit Kunaetho in a single season - 25 of every hundred who lived there.
In 4746, 4 souls quit Naethaehun in a single season - 50 of every hundred who lived there.
In 4746, 3 souls quit Hikiavur in a single season - 50 of every hundred who lived there.
In 4746, 2 souls quit Thiathiariath in a single season - 50 of every hundred who lived there.
In 4746, 2 souls quit Siatol in a single season - 33 of every hundred who lived there.
In 4749, 1 souls quit Kunaetho in a single season - 20 of every hundred who lived there.
In 4749, 2 souls quit Naethaehun in a single season - 25 of every hundred who lived there.
In 4749, 1 souls quit Hikiavur in a single season - 14 of every hundred who lived there.
In 4749, 1 souls quit Thiathiariath in a single season - 25 of every hundred who lived there.
In 4752, 1 souls quit Kunaetho in a single season - 14 of every hundred who lived there.
In 4752, 3 souls quit Naethaehun in a single season - 60 of every hundred who lived there.
In 4752, 1 souls quit Hikiavur in a single season - 17 of every hundred who lived there.
In 4752, 1 souls quit Thiathiariath in a single season - 33 of every hundred who lived there.
In 4752, 3 souls quit Siatol in a single season - 60 of every hundred who lived there.
In 4755, 1 souls quit Diles in a single season - 20 of every hundred who lived there.
In 4755, 3 souls quit Kunaetho in a single season - 50 of every hundred who lived there.
In 4755, 3 souls quit Naethaehun in a single season - 43 of every hundred who lived there.
In 4755, 1 souls quit Thiathiariath in a single season - 25 of every hundred who lived there.
In 4755, 2 souls quit Siatol in a single season - 50 of every hundred who lived there.
In 4758, 1 souls quit Diles in a single season - 20 of every hundred who lived there.
In 4758, 1 souls quit Kunaetho in a single season - 20 of every hundred who lived there.
In 4758, 2 souls quit Naethaehun in a single season - 33 of every hundred who lived there.
In 4758, 1 souls quit Hikiavur in a single season - 10 of every hundred who lived there.
In 4758, 2 souls quit Thiathiariath in a single season - 40 of every hundred who lived there.
In 4758, 1 souls quit Siatol in a single season - 25 of every hundred who lived there.
In 4761, 1 souls quit Kunaetho in a single season - 20 of every hundred who lived there.
In 4761, 3 souls quit Naethaehun in a single season - 50 of every hundred who lived there.
In 4761, 1 souls quit Hikiavur in a single season - 25 of every hundred who lived there.
In 4761, 2 souls quit Thiathiariath in a single season - 40 of every hundred who lived there.
In 4761, 1 souls quit Siatol in a single season - 17 of every hundred who lived there.
In 4764, 1 souls quit Diles in a single season - 33 of every hundred who lived there.
In 4764, 3 souls quit Kunaetho in a single season - 33 of every hundred who lived there.
In 4764, 2 souls quit Naethaehun in a single season - 22 of every hundred who lived there.
In 4764, 1 souls quit Siatol in a single season - 14 of every hundred who lived there.
In 4767, 1 souls quit Diles in a single season - 14 of every hundred who lived there.
In 4767, 2 souls quit Naethaehun in a single season - 29 of every hundred who lived there.
In 4767, 1 souls quit Hikiavur in a single season - 25 of every hundred who lived there.
In 4767, 1 souls quit Thiathiariath in a single season - 20 of every hundred who lived there.
In 4767, 4 souls quit Siatol in a single season - 57 of every hundred who lived there.
In 4770, 2 souls quit Diles in a single season - 50 of every hundred who lived there.
In 4770, 5 souls quit Kunaetho in a single season - 62 of every hundred who lived there.
In 4770, 3 souls quit Naethaehun in a single season - 50 of every hundred who lived there.
In 4770, 2 souls quit Thiathiariath in a single season - 33 of every hundred who lived there.
In 4770, 1 souls quit Siatol in a single season - 25 of every hundred who lived there.
In 4773, 1 souls quit Diles in a single season - 14 of every hundred who lived there.
In 4773, 1 souls quit Naethaehun in a single season - 33 of every hundred who lived there.
In 4773, 2 souls quit Thiathiariath in a single season - 40 of every hundred who lived there.
In 4776, 2 souls quit Diles in a single season - 33 of every hundred who lived there.
In 4776, 1 souls quit Kunaetho in a single season - 17 of every hundred who lived there.
In 4776, 2 souls quit Naethaehun in a single season - 40 of every hundred who lived there.
In 4776, 1 souls quit Hikiavur in a single season - 14 of every hundred who lived there.
In 4776, 1 souls quit Thiathiariath in a single season - 33 of every hundred who lived there.
In 4776, 1 souls quit Siatol in a single season - 25 of every hundred who lived there.
In 4779, 1 souls quit Diles in a single season - 33 of every hundred who lived there.
In 4779, 1 souls quit Kunaetho in a single season - 14 of every hundred who lived there.
In 4779, 3 souls quit Naethaehun in a single season - 50 of every hundred who lived there.
In 4779, 1 souls quit Hikiavur in a single season - 20 of every hundred who lived there.
In 4782, 1 souls quit Diles in a single season - 25 of every hundred who lived there.
In 4782, 1 souls quit Kunaetho in a single season - 50 of every hundred who lived there.
In 4782, 3 souls quit Naethaehun in a single season - 50 of every hundred who lived there.
In 4782, 3 souls quit Thiathiariath in a single season - 75 of every hundred who lived there.
In 4782, 6 souls quit Siatol in a single season - 86 of every hundred who lived there.
In 4785, 2 souls quit Naethaehun in a single season - 25 of every hundred who lived there.
In 4785, 1 souls quit Hikiavur in a single season - 14 of every hundred who lived there.
In 4785, 3 souls quit Thiathiariath in a single season - 50 of every hundred who lived there.
